year,country_code,country_name,country_category,ssi,hg,w,w_trend,w_prime,w_double_prime,ssi_m,ssi_d,ssi_i,ssi_r,hg_geopolitical,hg_economic,hg_social,hg_external,hg_nontraditional
2014,EGY,Egypt,新兴经济体,52.99,0.589,21.78,21.68,-0.08,-0.0,19.42,14.19,8.63,4.38,0.16,0.13,0.114,0.107,0.064
2015,EGY,Egypt,新兴经济体,53.16,0.584,22.12,21.6,-0.08,-0.0,18.38,15.5,9.35,4.99,0.171,0.157,0.128,0.073,0.049
2016,EGY,Egypt,新兴经济体,53.33,0.593,21.71,21.51,-0.08,-0.0,18.75,14.97,12.15,5.57,0.203,0.157,0.109,0.1,0.061
2017,EGY,Egypt,新兴经济体,53.57,0.593,21.79,21.42,-0.09,-0.0,21.88,15.16,10.92,4.52,0.174,0.178,0.143,0.089,0.061
2018,EGY,Egypt,新兴经济体,53.69,0.599,21.51,21.34,-0.09,-0.0,23.74,17.3,9.73,5.81,0.183,0.137,0.113,0.095,0.067
2019,EGY,Egypt,新兴经济体,53.88,0.594,21.87,21.24,-0.09,-0.0,24.22,14.66,8.98,4.56,0.217,0.165,0.112,0.076,0.064
2020,EGY,Egypt,新兴经济体,53.05,0.645,18.81,21.15,-0.09,-0.0,19.54,15.81,9.26,4.67,0.236,0.167,0.104,0.106,0.071
2021,EGY,Egypt,新兴经济体,54.22,0.602,21.59,21.06,-0.09,0.0,19.59,18.09,9.28,5.58,0.205,0.114,0.15,0.072,0.063
2022,EGY,Egypt,新兴经济体,54.4,0.631,20.06,20.97,-0.09,0.0,18.83,15.74,9.13,4.81,0.22,0.177,0.118,0.092,0.06
2023,EGY,Egypt,新兴经济体,54.56,0.605,21.53,20.88,-0.09,0.0,19.05,18.21,9.71,5.89,0.151,0.156,0.105,0.101,0.067
2000,NGA,Nigeria,新兴经济体,68.1,0.54,31.3,31.08,0.0,0.0,25.41,18.61,13.21,7.8,0.204,0.126,0.099,0.079,0.044
2001,NGA,Nigeria,新兴经济体,68.77,0.557,30.48,31.22,0.13,0.0,29.42,21.42,11.85,6.68,0.126,0.123,0.134,0.079,0.06
2002,NGA,Nigeria,新兴经济体,69.27,0.547,31.36,31.35,0.13,0.0,25.39,21.56,15.55,6.33,0.147,0.101,0.12,0.079,0.06
2003,NGA,Nigeria,新兴经济体,69.7,0.547,31.56,31.49,0.13,-0.0,25.24,20.96,12.19,7.16,0.151,0.146,0.091,0.066,0.051
2004,NGA,Nigeria,新兴经济体,69.98,0.55,31.48,31.62,0.13,-0.0,28.37,21.9,13.38,6.95,0.147,0.145,0.082,0.101,0.053
2005,NGA,Nigeria,新兴经济体,70.52,0.553,31.53,31.75,0.13,-0.0,30.25,22.66,13.05,6.44,0.146,0.171,0.102,0.069,0.051
2006,NGA,Nigeria,新兴经济体,70.9,0.553,31.68,31.88,0.13,-0.0,27.18,19.46,13.38,7.78,0.209,0.134,0.106,0.088,0.047
2007,NGA,Nigeria,新兴经济体,71.48,0.549,32.21,32.01,0.13,-0.0,30.55,19.8,13.23,6.32,0.204,0.142,0.118,0.085,0.054
2008,NGA,Nigeria,新兴经济体,71.27,0.567,30.86,32.14,0.13,-0.0,31.36,23.04,12.95,6.66,0.196,0.141,0.085,0.089,0.057
2009,NGA,Nigeria,新兴经济体,72.33,0.546,32.87,32.27,0.13,-0.0,30.45,22.9,15.54,8.06,0.153,0.144,0.081,0.07,0.056
2010,NGA,Nigeria,新兴经济体,72.82,0.547,32.98,32.39,0.12,-0.0,32.01,23.35,12.58,7.54,0.14,0.156,0.097,0.094,0.045
2011,NGA,Nigeria,新兴经济体,73.25,0.551,32.89,32.5,0.12,-0.01,26.66,22.09,15.38,7.65,0.198,0.163,0.117,0.076,0.058
2012,NGA,Nigeria,新兴经济体,73.6,0.546,33.42,32.61,0.11,-0.01,29.8,23.82,14.14,8.26,0.176,0.153,0.138,0.078,0.06
2013,NGA,Nigeria,新兴经济体,74.11,0.554,33.07,32.72,0.1,-0.01,28.07,22.95,16.03,6.49,0.198,0.119,0.111,0.074,0.06
2014,NGA,Nigeria,新兴经济体,74.53,0.564,32.5,32.82,0.1,-0.01,30.12,22.21,15.88,7.03,0.153,0.102,0.132,0.102,0.059
2015,NGA,Nigeria,新兴经济体,74.98,0.553,33.49,32.91,0.09,-0.01,29.65,20.67,16.71,7.19,0.158,0.124,0.124,0.081,0.061
2016,NGA,Nigeria,新兴经济体,75.44,0.557,33.44,33.0,0.09,-0.01,27.41,21.33,16.15,8.02,0.152,0.166,0.112,0.077,0.051
2017,NGA,Nigeria,新兴经济体,75.88,0.557,33.61,33.08,0.08,-0.0,31.12,22.94,16.91,8.01,0.214,0.169,0.13,0.079,0.056
2018,NGA,Nigeria,新兴经济体,76.33,0.565,33.24,33.16,0.08,-0.0,28.5,21.76,15.05,7.08,0.205,0.108,0.1,0.067,0.057
2019,NGA,Nigeria,新兴经济体,76.76,0.559,33.85,33.24,0.08,-0.0,32.89,24.65,15.34,6.97,0.15,0.164,0.1,0.078,0.06
2020,NGA,Nigeria,新兴经济体,76.22,0.601,30.43,33.32,0.08,-0.0,30.36,23.14,16.03,8.36,0.145,0.159,0.116,0.086,0.065
2021,NGA,Nigeria,新兴经济体,77.65,0.557,34.37,33.4,0.08,0.0,30.91,24.9,15.44,7.12,0.204,0.099,0.096,0.103,0.046
2022,NGA,Nigeria,新兴经济体,78.1,0.59,32.04,33.47,0.08,0.0,32.0,21.49,16.34,7.23,0.193,0.123,0.108,0.093,0.056
2023,NGA,Nigeria,新兴经济体,78.55,0.563,34.34,33.55,0.08,0.0,28.53,23.74,13.89,8.73,0.218,0.18,0.09,0.098,0.057
2000,PAK,Pakistan,新兴经济体,66.35,0.414,38.88,39.31,0.0,0.0,25.82,18.5,15.08,7.08,0.164,0.09,0.058,0.08,0.043
2001,PAK,Pakistan,新兴经济体,67.03,0.423,38.67,39.49,0.18,0.0,29.01,20.87,14.5,5.73,0.139,0.068,0.113,0.06,0.035
2002,PAK,Pakistan,新兴经济体,67.47,0.41,39.8,39.67,0.18,-0.0,28.2,19.38,13.34,6.21,0.145,0.11,0.085,0.049,0.044
2003,PAK,Pakistan,新兴经济体,68.11,0.41,40.17,39.84,0.18,-0.0,28.36,22.04,14.09,6.99,0.136,0.117,0.052,0.078,0.045
2004,PAK,Pakistan,新兴经济体,68.68,0.41,40.54,40.02,0.17,-0.0,29.92,22.23,15.13,6.54,0.083,0.111,0.052,0.064,0.049
2005,PAK,Pakistan,新兴经济体,69.23,0.423,39.96,40.19,0.17,-0.0,29.26,19.66,14.58,6.52,0.079,0.143,0.097,0.049,0.035
2006,PAK,Pakistan,新兴经济体,69.8,0.423,40.28,40.36,0.17,-0.0,29.81,22.67,13.18,7.94,0.122,0.136,0.099,0.068,0.05
2007,PAK,Pakistan,新兴经济体,70.23,0.421,40.69,40.52,0.17,-0.0,28.38,22.46,13.78,6.16,0.13,0.088,0.085,0.074,0.039
2008,PAK,Pakistan,新兴经济体,70.41,0.442,39.32,40.69,0.16,-0.0,26.49,20.1,14.34,6.2,0.121,0.08,0.066,0.086,0.037
2009,PAK,Pakistan,新兴经济体,71.49,0.426,41.02,40.85,0.16,-0.0,29.94,21.56,13.99,7.88,0.089,0.078,0.057,0.082,0.036
2010,PAK,Pakistan,新兴经济体,72.03,0.426,41.37,41.0,0.16,-0.0,29.45,21.68,15.24,7.49,0.151,0.099,0.075,0.066,0.046
2011,PAK,Pakistan,新兴经济体,72.51,0.426,41.59,41.15,0.15,-0.01,28.95,19.9,14.58,7.54,0.095,0.128,0.065,0.083,0.05
2012,PAK,Pakistan,新兴经济体,73.11,0.427,41.88,41.3,0.14,-0.01,27.03,23.61,16.61,8.01,0.142,0.136,0.089,0.075,0.052
2013,PAK,Pakistan,新兴经济体,73.64,0.428,42.11,41.44,0.14,-0.01,30.45,22.79,14.64,6.41,0.147,0.088,0.112,0.062,0.035
2014,PAK,Pakistan,新兴经济体,74.3,0.443,41.42,41.57,0.13,-0.01,27.11,22.13,14.89,6.77,0.153,0.148,0.105,0.075,0.048
2015,PAK,Pakistan,新兴经济体,74.81,0.433,42.39,41.69,0.12,-0.01,31.99,21.78,15.93,8.46,0.086,0.102,0.1,0.079,0.045
2016,PAK,Pakistan,新兴经济体,75.36,0.438,42.36,41.81,0.12,-0.01,28.78,23.25,16.97,7.41,0.125,0.106,0.094,0.081,0.053
2017,PAK,Pakistan,新兴经济体,75.89,0.437,42.71,41.92,0.11,-0.01,31.67,23.21,16.04,6.67,0.121,0.136,0.082,0.077,0.044
2018,PAK,Pakistan,新兴经济体,76.48,0.446,42.36,42.03,0.11,-0.0,29.89,24.03,16.09,7.62,0.108,0.103,0.08,0.059,0.045
2019,PAK,Pakistan,新兴经济体,77.02,0.445,42.75,42.13,0.1,-0.0,30.93,21.84,16.09,8.0,0.149,0.087,0.078,0.066,0.049
2020,PAK,Pakistan,新兴经济体,76.57,0.494,38.75,42.24,0.1,-0.0,32.04,23.55,14.55,8.52,0.127,0.153,0.125,0.064,0.047
2021,PAK,Pakistan,新兴经济体,78.16,0.451,42.94,42.34,0.1,0.0,33.82,21.96,14.53,8.1,0.093,0.14,0.118,0.061,0.048
2022,PAK,Pakistan,新兴经济体,78.69,0.478,41.05,42.45,0.1,0.0,30.56,23.32,17.32,7.05,0.189,0.123,0.113,0.07,0.041
2023,PAK,Pakistan,新兴经济体,79.25,0.451,43.54,42.55,0.1,0.0,33.06,21.94,14.56,8.87,0.153,0.14,0.099,0.08,0.042
2000,BGD,Bangladesh,新兴经济体,43.79,0.416,25.56,25.7,0.0,0.0,19.21,11.19,8.68,4.71,0.157,0.102,0.071,0.053,0.037
2001,BGD,Bangladesh,新兴经济体,43.87,0.423,25.31,25.83,0.12,0.0,18.89,14.57,6.85,3.97,0.12,0.131,0.114,0.068,0.046
2002,BGD,Bangladesh,新兴经济体,44.24,0.408,26.17,25.95,0.12,-0.0,16.33,13.07,9.78,4.15,0.126,0.074,0.07,0.057,0.044
2003,BGD,Bangladesh,新兴经济体,44.31,0.406,26.31,26.08,0.12,-0.0,19.1,12.17,9.61,5.37,0.102,0.119,0.07,0.048,0.046
2004,BGD,Bangladesh,新兴经济体,44.39,0.41,26.21,26.2,0.12,-0.0,14.81,14.29,7.65,5.0,0.139,0.096,0.056,0.052,0.047
2005,BGD,Bangladesh,新兴经济体,44.7,0.412,26.29,26.32,0.12,-0.0,16.28,11.73,10.19,4.54,0.164,0.129,0.102,0.058,0.04
2006,BGD,Bangladesh,新兴经济体,44.86,0.406,26.66,26.44,0.12,-0.0,18.61,13.13,8.21,4.66,0.133,0.077,0.057,0.052,0.033
2007,BGD,Bangladesh,新兴经济体,45.06,0.41,26.59,26.56,0.12,-0.0,20.19,14.97,7.63,4.8,0.165,0.087,0.058,0.05,0.033
2008,BGD,Bangladesh,新兴经济体,44.64,0.421,25.85,26.68,0.12,-0.0,17.14,12.23,8.25,5.45,0.13,0.127,0.103,0.08,0.035
2009,BGD,Bangladesh,新兴经济体,45.41,0.399,27.27,26.8,0.12,-0.0,20.51,14.02,9.11,3.84,0.123,0.136,0.05,0.06,0.046
2010,BGD,Bangladesh,新兴经济体,45.52,0.404,27.15,26.92,0.12,-0.0,17.43,12.57,10.19,5.0,0.165,0.092,0.087,0.078,0.039
2011,BGD,Bangladesh,新兴经济体,45.7,0.412,26.86,27.03,0.11,-0.0,19.1,14.03,7.42,5.54,0.096,0.082,0.086,0.065,0.047
2012,BGD,Bangladesh,新兴经济体,45.86,0.402,27.44,27.14,0.11,-0.0,17.44,15.58,10.36,4.76,0.092,0.125,0.067,0.057,0.038
2013,BGD,Bangladesh,新兴经济体,46.02,0.403,27.49,27.25,0.11,-0.0,16.5,12.3,10.05,5.32,0.115,0.065,0.072,0.079,0.035
2014,BGD,Bangladesh,新兴经济体,46.18,0.413,27.1,27.36,0.11,-0.0,18.03,12.9,7.52,4.51,0.088,0.074,0.054,0.075,0.045
2015,BGD,Bangladesh,新兴经济体,46.38,0.403,27.7,27.47,0.11,-0.0,18.7,13.46,8.44,4.54,0.106,0.112,0.065,0.057,0.049
2016,BGD,Bangladesh,新兴经济体,46.51,0.402,27.8,27.57,0.1,-0.0,19.07,13.79,10.24,4.11,0.114,0.104,0.107,0.05,0.034
2017,BGD,Bangladesh,新兴经济体,46.72,0.396,28.21,27.67,0.1,-0.0,16.27,13.48,8.72,4.36,0.102,0.123,0.074,0.04,0.04
2018,BGD,Bangladesh,新兴经济体,46.86,0.403,27.96,27.77,0.1,-0.0,20.76,14.96,9.84,3.92,0.083,0.128,0.06,0.044,0.032
2019,BGD,Bangladesh,新兴经济体,47.07,0.401,28.2,27.87,0.1,-0.0,18.14,12.3,9.52,5.4,0.164,0.063,0.087,0.042,0.037
2020,BGD,Bangladesh,新兴经济体,46.22,0.44,25.89,27.97,0.1,-0.0,17.17,15.51,8.53,4.4,0.16,0.135,0.084,0.074,0.049
2021,BGD,Bangladesh,新兴经济体,47.39,0.391,28.84,28.07,0.1,0.0,20.01,14.26,9.13,4.67,0.123,0.07,0.056,0.059,0.045
2022,BGD,Bangladesh,新兴经济体,47.57,0.423,27.44,28.17,0.1,0.0,20.75,12.46,11.15,4.66,0.165,0.097,0.079,0.065,0.039
2023,BGD,Bangladesh,新兴经济体,47.74,0.396,28.83,28.27,0.1,0.0,20.24,12.42,10.42,5.77,0.136,0.074,0.08,0.052,0.042
2000,PHL,Philippines,新兴经济体,56.95,0.452,31.22,31.14,0.0,0.0,20.29,18.01,11.89,6.22,0.116,0.124,0.12,0.08,0.049
2001,PHL,Philippines,新兴经济体,57.49,0.474,30.23,31.34,0.2,0.0,24.6,16.91,10.9,5.4,0.108,0.103,0.086,0.052,0.044
2002,PHL,Philippines,新兴经济体,57.91,0.452,31.76,31.54,0.2,0.0,21.27,17.07,10.73,4.9,0.166,0.122,0.073,0.053,0.039
2003,PHL,Philippines,新兴经济体,58.42,0.455,31.84,31.74,0.2,-0.0,23.62,17.41,13.38,6.0,0.184,0.079,0.071,0.052,0.048
2004,PHL,Philippines,新兴经济体,58.9,0.454,32.15,31.93,0.2,-0.0,24.03,18.36,10.51,5.29,0.097,0.115,0.112,0.082,0.045
2005,PHL,Philippines,新兴经济体,59.36,0.455,32.37,32.13,0.2,-0.0,21.8,17.78,10.72,5.6,0.156,0.137,0.092,0.066,0.053
2006,PHL,Philippines,新兴经济体,59.75,0.461,32.19,32.32,0.19,-0.0,22.38,16.08,13.25,5.57,0.175,0.127,0.1,0.076,0.041
2007,PHL,Philippines,新兴经济体,60.22,0.455,32.83,32.52,0.19,-0.0,25.47,16.18,11.08,7.02,0.088,0.087,0.109,0.08,0.052
2008,PHL,Philippines,新兴经济体,60.23,0.479,31.38,32.71,0.19,-0.0,23.86,16.56,13.2,6.13,0.164,0.13,0.092,0.065,0.045
2009,PHL,Philippines,新兴经济体,61.22,0.462,32.96,32.89,0.19,-0.0,25.94,18.01,14.05,6.66,0.185,0.145,0.091,0.083,0.054
2010,PHL,Philippines,新兴经济体,61.74,0.452,33.8,33.08,0.18,-0.0,24.34,18.83,13.03,5.44,0.123,0.134,0.101,0.084,0.054
2011,PHL,Philippines,新兴经济体,62.19,0.462,33.48,33.26,0.18,-0.0,25.02,17.13,14.06,6.3,0.183,0.082,0.066,0.062,0.045
2012,PHL,Philippines,新兴经济体,62.66,0.46,33.86,33.44,0.18,-0.0,26.77,18.7,11.77,7.16,0.163,0.132,0.076,0.061,0.056
2013,PHL,Philippines,新兴经济体,63.11,0.458,34.23,33.61,0.17,-0.0,24.94,20.7,13.69,5.73,0.137,0.11,0.11,0.056,0.048
2014,PHL,Philippines,新兴经济体,63.57,0.472,33.57,33.77,0.17,-0.0,27.89,17.76,11.5,5.49,0.097,0.135,0.104,0.09,0.045
2015,PHL,Philippines,新兴经济体,64.03,0.458,34.7,33.94,0.16,-0.0,22.7,18.64,11.5,6.97,0.104,0.148,0.088,0.063,0.04
2016,PHL,Philippines,新兴经济体,64.55,0.47,34.2,34.09,0.16,-0.0,25.05,18.01,13.59,6.17,0.177,0.152,0.098,0.085,0.049
2017,PHL,Philippines,新兴经济体,64.99,0.467,34.62,34.25,0.16,-0.0,28.82,17.79,14.57,6.87,0.168,0.08,0.089,0.061,0.053
2018,PHL,Philippines,新兴经济体,65.43,0.472,34.52,34.4,0.15,-0.0,24.88,19.84,14.69,6.9,0.109,0.085,0.078,0.063,0.038
2019,PHL,Philippines,新兴经济体,65.92,0.469,35.0,34.56,0.15,-0.0,27.17,20.9,11.94,7.02,0.143,0.1,0.115,0.06,0.038
2020,PHL,Philippines,新兴经济体,65.41,0.518,31.54,34.71,0.15,-0.0,25.5,17.71,12.18,7.22,0.148,0.164,0.133,0.078,0.058
2021,PHL,Philippines,新兴经济体,66.88,0.465,35.75,34.86,0.15,0.0,29.66,19.04,13.24,6.48,0.123,0.119,0.079,0.054,0.055
2022,PHL,Philippines,新兴经济体,67.35,0.497,33.89,35.02,0.15,0.0,26.43,20.38,13.07,6.91,0.128,0.108,0.088,0.07,0.049
2023,PHL,Philippines,新兴经济体,67.81,0.464,36.32,35.17,0.15,0.0,28.15,20.49,15.04,6.35,0.165,0.111,0.088,0.077,0.055
2000,VNM,Vietnam,新兴经济体,62.17,0.472,32.81,32.9,0.0,0.0,27.86,19.34,10.65,5.41,0.125,0.119,0.066,0.053,0.056
2001,VNM,Vietnam,新兴经济体,62.43,0.471,33.02,33.17,0.27,0.0,27.17,19.89,10.54,5.87,0.108,0.105,0.079,0.07,0.05
2002,VNM,Vietnam,新兴经济体,62.72,0.468,33.39,33.44,0.27,-0.0,27.84,20.69,11.64,6.49,0.166,0.089,0.091,0.056,0.055
2003,VNM,Vietnam,新兴经济体,63.06,0.457,34.24,33.71,0.27,-0.0,25.5,18.5,12.56,6.19,0.136,0.141,0.066,0.056,0.05
2004,VNM,Vietnam,新兴经济体,63.41,0.465,33.91,33.97,0.27,-0.0,28.3,19.11,14.27,5.59,0.164,0.11,0.11,0.073,0.042
2005,VNM,Vietnam,新兴经济体,63.62,0.465,34.01,34.24,0.27,-0.0,24.9,18.89,13.61,5.57,0.13,0.099,0.079,0.052,0.039
2006,VNM,Vietnam,新兴经济体,63.86,0.456,34.75,34.51,0.27,-0.0,27.37,19.99,11.55,6.66,0.177,0.102,0.1,0.055,0.055
2007,VNM,Vietnam,新兴经济体,64.18,0.464,34.42,34.78,0.27,-0.0,23.97,17.69,11.79,7.07,0.13,0.105,0.065,0.066,0.048
2008,VNM,Vietnam,新兴经济体,63.9,0.473,33.66,35.05,0.27,0.0,25.02,19.74,10.82,5.68,0.096,0.089,0.091,0.075,0.055
2009,VNM,Vietnam,新兴经济体,64.75,0.445,35.93,35.32,0.27,-0.0,28.75,19.42,11.29,6.58,0.159,0.134,0.101,0.068,0.052
2010,VNM,Vietnam,新兴经济体,64.98,0.447,35.94,35.58,0.27,-0.0,25.31,17.54,13.93,6.78,0.177,0.076,0.074,0.07,0.037
2011,VNM,Vietnam,新兴经济体,65.31,0.446,36.15,35.85,0.27,-0.0,25.26,19.67,11.16,5.98,0.166,0.089,0.08,0.047,0.039
2012,VNM,Vietnam,新兴经济体,65.55,0.448,36.21,36.11,0.26,-0.0,26.2,20.31,12.5,6.47,0.089,0.098,0.09,0.081,0.037
2013,VNM,Vietnam,新兴经济体,65.83,0.446,36.5,36.37,0.26,-0.0,23.67,17.8,14.7,7.3,0.174,0.142,0.075,0.085,0.039
2014,VNM,Vietnam,新兴经济体,66.13,0.447,36.56,36.63,0.26,-0.0,29.12,18.95,14.18,7.12,0.147,0.137,0.07,0.086,0.036
2015,VNM,Vietnam,新兴经济体,66.47,0.435,37.53,36.89,0.26,-0.0,25.6,18.01,13.54,7.51,0.114,0.085,0.076,0.056,0.037
2016,VNM,Vietnam,新兴经济体,66.67,0.442,37.21,37.14,0.25,-0.0,29.04,20.53,13.76,5.93,0.092,0.086,0.102,0.05,0.051
2017,VNM,Vietnam,新兴经济体,67.0,0.431,38.1,37.4,0.25,-0.0,29.54,18.76,13.18,7.21,0.102,0.128,0.065,0.071,0.037
2018,VNM,Vietnam,新兴经济体,67.27,0.437,37.87,37.65,0.25,-0.0,26.08,20.87,14.15,6.72,0.104,0.083,0.058,0.079,0.045
2019,VNM,Vietnam,新兴经济体,67.53,0.426,38.78,37.9,0.25,-0.0,24.42,19.33,13.11,7.52,0.114,0.107,0.077,0.05,0.036
2020,VNM,Vietnam,新兴经济体,66.84,0.479,34.79,38.15,0.25,0.0,24.14,18.95,12.12,6.14,0.184,0.126,0.097,0.08,0.055
2021,VNM,Vietnam,新兴经济体,68.11,0.425,39.18,38.4,0.25,0.0,28.85,18.93,13.13,6.87,0.154,0.128,0.073,0.081,0.036
2022,VNM,Vietnam,新兴经济体,68.4,0.451,37.56,38.65,0.25,0.0,26.94,18.74,12.01,7.67,0.1,0.096,0.108,0.083,0.048
2023,VNM,Vietnam,新兴经济体,68.68,0.415,40.17,38.9,0.25,0.0,26.43,19.01,15.1,6.98,0.112,0.108,0.071,0.078,0.042
2000,ISR,Israel,地缘关键国,55.74,0.493,28.24,28.01,0.0,0.0,22.42,17.83,12.24,6.54,0.141,0.132,0.104,0.073,0.054
2001,ISR,Israel,地缘关键国,55.95,0.509,27.47,28.26,0.25,0.0,19.72,18.3,12.99,5.83,0.146,0.11,0.131,0.093,0.048
2002,ISR,Israel,地缘关键国,56.37,0.495,28.49,28.51,0.25,0.0,24.48,16.53,12.35,5.06,0.103,0.13,0.095,0.059,0.059
2003,ISR,Israel,地缘关键国,56.48,0.49,28.82,28.76,0.25,-0.0,22.11,16.82,10.33,4.85,0.163,0.12,0.12,0.055,0.045
2004,ISR,Israel,地缘关键国,56.87,0.494,28.8,29.0,0.25,-0.0,25.07,18.44,13.0,5.79,0.172,0.139,0.085,0.058,0.043
2005,ISR,Israel,地缘关键国,57.13,0.485,29.42,29.25,0.25,-0.0,20.46,18.48,12.76,5.57,0.144,0.136,0.08,0.057,0.054
2006,ISR,Israel,地缘关键国,57.41,0.488,29.42,29.5,0.25,-0.0,24.26,15.31,13.22,4.76,0.116,0.122,0.091,0.063,0.046
2007,ISR,Israel,地缘关键国,57.78,0.479,30.1,29.74,0.24,-0.0,25.84,15.66,10.58,5.35,0.179,0.104,0.116,0.085,0.057
2008,ISR,Israel,地缘关键国,57.54,0.495,29.07,29.98,0.24,-0.0,23.26,19.25,10.91,5.21,0.175,0.126,0.079,0.084,0.053
2009,ISR,Israel,地缘关键国,58.32,0.476,30.58,30.22,0.24,-0.0,20.39,16.98,13.38,6.69,0.139,0.112,0.086,0.089,0.048
2010,ISR,Israel,地缘关键国,58.64,0.476,30.72,30.46,0.24,-0.0,22.44,15.6,11.52,5.59,0.132,0.145,0.098,0.066,0.041
2011,ISR,Israel,地缘关键国,58.96,0.474,31.0,30.69,0.23,-0.0,25.48,17.87,13.46,5.05,0.157,0.105,0.108,0.083,0.047
2012,ISR,Israel,地缘关键国,59.15,0.466,31.56,30.92,0.23,-0.0,25.12,18.32,12.67,6.35,0.091,0.087,0.075,0.058,0.045
2013,ISR,Israel,地缘关键国,59.52,0.476,31.16,31.14,0.23,-0.0,20.81,19.24,10.89,5.9,0.15,0.111,0.086,0.062,0.047
2014,ISR,Israel,地缘关键国,59.77,0.479,31.11,31.37,0.22,-0.0,26.79,18.6,12.34,6.79,0.141,0.092,0.092,0.062,0.046
2015,ISR,Israel,地缘关键国,60.07,0.467,32.0,31.58,0.22,-0.0,22.97,17.27,10.95,5.51,0.186,0.082,0.116,0.071,0.051
2016,ISR,Israel,地缘关键国,60.35,0.465,32.32,31.8,0.21,-0.0,26.73,19.55,12.65,5.95,0.111,0.137,0.089,0.09,0.055
2017,ISR,Israel,地缘关键国,60.64,0.462,32.61,32.01,0.21,-0.0,23.46,18.63,11.11,6.61,0.091,0.098,0.097,0.072,0.055
2018,ISR,Israel,地缘关键国,60.91,0.476,31.93,32.22,0.21,-0.0,25.59,17.72,13.9,6.14,0.153,0.089,0.101,0.075,0.038
2019,ISR,Israel,地缘关键国,61.23,0.457,33.23,32.43,0.21,-0.0,26.32,19.06,14.24,7.11,0.122,0.091,0.082,0.052,0.053
2020,ISR,Israel,地缘关键国,60.52,0.509,29.74,32.64,0.21,-0.0,27.02,19.33,10.44,6.18,0.148,0.12,0.106,0.062,0.046
2021,ISR,Israel,地缘关键国,61.8,0.458,33.51,32.84,0.21,0.0,27.55,18.39,11.26,5.47,0.1,0.094,0.114,0.086,0.045
2022,ISR,Israel,地缘关键国,62.09,0.482,32.17,33.05,0.21,0.0,24.81,16.92,10.56,6.57,0.097,0.13,0.073,0.084,0.05
2023,ISR,Israel,地缘关键国,62.38,0.452,34.17,33.26,0.21,0.0,23.44,16.84,12.92,6.47,0.186,0.132,0.084,0.058,0.048
2000,IRN,Iran,地缘关键国,66.86,0.476,35.07,35.24,0.0,0.0,28.4,20.24,11.55,7.36,0.114,0.107,0.106,0.091,0.045
2001,IRN,Iran,地缘关键国,67.16,0.483,34.71,35.23,-0.0,0.0,26.66,19.91,13.84,7.61,0.14,0.16,0.09,0.058,0.052
2002,IRN,Iran,地缘关键国,67.48,0.479,35.12,35.23,-0.0,-0.0,25.27,21.94,14.47,6.11,0.189,0.102,0.081,0.08,0.041
2003,IRN,Iran,地缘关键国,67.64,0.475,35.53,35.22,-0.0,-0.0,28.19,18.73,12.8,7.37,0.095,0.138,0.107,0.088,0.056
2004,IRN,Iran,地缘关键国,67.93,0.481,35.26,35.22,-0.01,-0.0,28.19,22.37,14.38,7.08,0.145,0.121,0.09,0.072,0.046
2005,IRN,Iran,地缘关键国,67.92,0.48,35.29,35.21,-0.01,-0.0,28.08,19.68,12.28,6.62,0.165,0.156,0.08,0.066,0.048
2006,IRN,Iran,地缘关键国,68.11,0.479,35.47,35.2,-0.01,-0.0,29.81,21.25,14.57,6.06,0.193,0.116,0.1,0.086,0.043
2007,IRN,Iran,地缘关键国,68.34,0.479,35.6,35.19,-0.01,-0.0,27.36,21.82,15.39,7.05,0.18,0.083,0.119,0.069,0.052
2008,IRN,Iran,地缘关键国,68.01,0.503,33.82,35.18,-0.01,-0.0,28.22,19.1,14.74,6.08,0.187,0.164,0.128,0.08,0.045
2009,IRN,Iran,地缘关键国,68.82,0.481,35.7,35.17,-0.01,-0.0,28.42,22.16,13.3,6.64,0.14,0.143,0.121,0.06,0.043
2010,IRN,Iran,地缘关键国,68.9,0.483,35.65,35.15,-0.02,-0.0,28.38,20.63,15.56,7.89,0.116,0.109,0.094,0.061,0.044
2011,IRN,Iran,地缘关键国,69.07,0.494,34.94,35.13,-0.02,-0.0,25.18,20.02,15.51,6.62,0.179,0.135,0.123,0.093,0.053
2012,IRN,Iran,地缘关键国,69.32,0.494,35.08,35.11,-0.02,-0.0,30.35,21.98,13.06,7.69,0.148,0.137,0.114,0.09,0.045
2013,IRN,Iran,地缘关键国,69.48,0.487,35.63,35.09,-0.02,-0.0,25.91,20.16,13.92,6.82,0.17,0.123,0.084,0.064,0.055
2014,IRN,Iran,地缘关键国,69.67,0.502,34.7,35.06,-0.03,-0.0,26.65,22.65,14.57,6.4,0.122,0.097,0.099,0.091,0.049
2015,IRN,Iran,地缘关键国,69.9,0.493,35.46,35.03,-0.03,-0.0,26.59,19.83,12.68,7.88,0.12,0.133,0.074,0.056,0.04
2016,IRN,Iran,地缘关键国,70.06,0.496,35.28,35.0,-0.03,-0.0,30.13,22.58,14.8,7.91,0.122,0.142,0.069,0.079,0.045
2017,IRN,Iran,地缘关键国,70.29,0.492,35.69,34.96,-0.04,-0.0,26.13,22.85,14.23,7.14,0.173,0.112,0.079,0.076,0.048
